host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,n_host_verifications
0,1,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,36,30,30,30,30,1125,1125,30,1125,TRUE,0,2,32,307,53,0,0,4.58,4.36,4.94,4.94,4.7,4.75,TRUE,1,0,1,0,1.58,7
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1.323567139,1,35,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.03,9
1,0.71,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,70,1,1125,1,1,1125,1125,1,1125,TRUE,21,51,81,356,25,8,0,4.56,4.48,4.68,4.84,4.6,4.64,TRUE,1,0,1,0,0.79,4
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Queens,Entire home/apt,2,1,2,2,95,90,190,90,90,190,190,90,190,TRUE,0,0,0,0,4,0,0,5,4.75,5,5,5,5,FALSE,1,1,0,0,0.16,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,2,100,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,4.5,4,5,5,5,5,FALSE,1,1,0,0,0.06,5
0.89073136,0.768297462,TRUE,1,1,TRUE,FALSE,Brooklyn,Private room,2,1,1,1,87,2,28,2,2,28,28,2,28,TRUE,15,41,71,346,21,7,2,4.95,4.95,4.86,4.95,4.86,5,TRUE,2,0,2,0,0.69,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Queens,Shared room,1,1,1,1,29,30,30,30,30,30,30,30,30,TRUE,0,0,0,0,10,0,0,4.56,4.78,4.67,4.56,4.56,4.78,FALSE,1,0,0,1,0.37,9
0.95,0.99,TRUE,4,4,TRUE,TRUE,Queens,Private room,2,1,1,1,77,2,30,2,2,30,30,2,30,TRUE,12,38,68,158,78,44,4,4.94,4.96,4.9,4.95,4.95,4.9,TRUE,4,0,4,0,2.51,7
1,0.79,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,2,2,56,30,400,30,30,400,400,30,400,TRUE,1,26,45,112,12,7,0,4.83,4.92,5,5,5,4.83,FALSE,2,2,0,0,0.42,6
1,0.92,TRUE,4,4,TRUE,FALSE,Brooklyn,Private room,2,3,1,1,65,20,1000,4,20,1000,1000,19.4,1000,TRUE,7,7,34,309,13,2,1,4.92,4.92,5,5,4.62,4.92,FALSE,5,0,5,0,0.41,5
0,0,FALSE,1,1,TRUE,FALSE,Manhattan,Private room,2,1,1,2,50,30,30,30,30,30,30,30,30,TRUE,28,58,88,178,5,0,0,5,4.8,5,5,5,5,FALSE,1,0,1,0,0.17,3
1,0.6,FALSE,173,173,TRUE,TRUE,Queens,Private room,2,1,1,1,51,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,33,1,0,0,5,3,5,5,5,4,FALSE,162,33,129,0,0.05,8
1,1,FALSE,12,12,TRUE,TRUE,Manhattan,Private room,2,1,1,1,62,1,1125,1,1,1125,1125,1,1125,TRUE,0,0,0,0,145,36,0,4.24,4.19,4.47,4.59,4.4,4.48,TRUE,4,0,4,0,4.4,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,2,45,60,1125,60,60,1125,1125,60,1125,TRUE,0,0,0,0,6,0,0,4.83,4.83,4.83,4.67,4,4.83,FALSE,1,0,1,0,0.21,6
1,0.93,FALSE,2,2,TRUE,TRUE,Bronx,Private room,4,1,2,2,135,1,1125,1,1,1125,1125,1,1125,TRUE,19,49,79,354,26,8,0,4.76,4.92,4.8,4.8,4.88,4.6,FALSE,2,0,2,0,0.93,4
1,0.94,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,186,2,1125,2,2,1125,1125,2,1125,TRUE,7,37,62,152,34,17,2,4.68,4.76,5,4.82,4.91,4.74,FALSE,1,1,0,0,1.07,6
1,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,108,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,13,5,0,4.62,4.38,4.77,4.31,4.85,4.69,FALSE,1,1,0,0,0.56,6
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,170,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,13,0,0,4.92,4.85,4.85,5,5,4.69,FALSE,1,1,0,0,0.43,9
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Bronx,Private room,2,1,1,1,80,80,95,80,80,95,95,80,95,TRUE,28,58,88,363,14,0,0,4.79,4.64,5,5,5,4.71,FALSE,1,0,1,0,0.43,3
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Manhattan,Entire home/apt,4,1,1,1,150,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,4,0,0,4.75,5,4.75,5,5,5,TRUE,1,1,0,0,0.12,4
1,0.84,FALSE,170,170,TRUE,TRUE,Manhattan,Private room,2,2.5,1,1,33,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,4,FALSE,142,7,135,0,0.04,7
0,0.6,FALSE,1,1,TRUE,FALSE,Staten Island,Private room,2,1,1,1,55,1,25,1,1,25,25,1,25,TRUE,3,33,63,153,26,0,0,4.85,4.85,4.96,4.92,4.5,4.81,TRUE,1,0,1,0,0.84,2
1,0.97,FALSE,6,6,TRUE,FALSE,Bronx,Private room,2,1,1,1,60,1,32,1,2,1125,1125,1.1,1125,TRUE,0,0,0,63,48,0,0,4.81,4.88,4.83,4.85,4.92,4.92,FALSE,6,0,6,0,1.77,3
1,0.97,FALSE,6,6,TRUE,FALSE,Bronx,Private room,1,1,1,1,45,2,40,2,2,40,40,2,40,TRUE,7,37,67,157,55,16,0,4.84,4.91,4.91,4.91,4.85,4.89,FALSE,6,0,6,0,1.72,3
1,1,TRUE,0,0,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,2,229,30,1125,30,30,1125,1125,30,1125,TRUE,8,8,8,256,15,1,1,4.87,4.87,4.93,4.93,4.8,4.87,FALSE,1,1,0,0,0.46,2
1,0.97,FALSE,6,6,TRUE,FALSE,Bronx,Private room,4,1,1,2,74,1,45,1,1,45,45,1,45,TRUE,4,34,64,244,126,40,4,4.6,4.71,4.83,4.68,4.7,4.73,FALSE,6,0,6,0,5.31,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,160,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,8,0,0,4.75,4.88,4.5,4.75,4.75,4.88,FALSE,1,1,0,0,0.25,6
0,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,1,1,1,1,105,50,1125,50,50,1125,1125,50,1125,TRUE,30,60,90,365,21,0,0,4.47,4.79,4.79,4.79,4.79,4.74,TRUE,1,0,1,0,0.67,3
0.5,1,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1,58,30,1125,30,30,1125,1125,30,1125,TRUE,17,47,77,167,12,1,0,4.33,4.5,4.33,4.33,4.17,4.42,FALSE,1,0,1,0,0.38,6
0.8,1,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,2,1,1,1,396,1,1125,1,1,28,1125,1,770.1,TRUE,0,0,0,248,59,0,0,4.12,4.51,4.37,4.53,4.98,3.98,TRUE,8,0,2,0,1.86,2
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,2,200,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,9,0,0,4.78,4.89,5,4.78,4.89,4.56,FALSE,1,1,0,0,0.28,6
0.89073136,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,2,99,5,1125,5,5,1125,1125,5,1125,TRUE,0,0,0,0,10,3,0,4.88,4.5,5,5,5,4.5,TRUE,1,1,0,0,0.3,6
1,0.89,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,6,2.5,3,2,210,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,TRUE,1,1,0,0,0.03,7
1,0.22,TRUE,1,1,TRUE,FALSE,Bronx,Private room,1,1.5,1,2,90,2,160,2,2,160,160,2,160,TRUE,29,59,89,364,9,2,0,4.89,4.89,5,5,4.67,4.67,FALSE,1,0,1,0,3.03,2
1,0.93,TRUE,1,1,TRUE,FALSE,Queens,Entire home/apt,4,1,2,2,364,2,1125,2,2,1125,1125,2,1125,TRUE,0,2,32,122,21,17,0,5,5,5,5,4.86,4.81,FALSE,1,1,0,0,0.7,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1.593526985,200,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,18,0,0,5,4.94,4.94,5,5,4.82,FALSE,1,1,0,0,0.64,5
0.95,0.89,FALSE,2,2,TRUE,FALSE,Bronx,Private room,2,1,1,1,50,2,21,2,2,21,21,2,21,TRUE,2,31,61,61,99,32,2,4.75,4.86,4.92,4.88,4.77,4.75,FALSE,3,0,3,0,3.2,3
0.95,0.89,FALSE,2,2,TRUE,FALSE,Bronx,Private room,2,1.5,1,1,50,2,21,2,2,21,21,2,21,TRUE,1,26,56,56,70,10,3,4.81,4.76,4.9,4.9,4.74,4.83,FALSE,3,0,3,0,2.21,3
1,0.96,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,6,1,2,4,190,2,1125,2,2,1125,1125,2,1125,TRUE,3,33,63,320,52,22,3,4.96,4.98,4.96,4.9,4.88,4.92,FALSE,1,1,0,0,1.88,4
1,0.96,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,12,4.5,5,6,553,3,90,1,4,4,90,3,86.5,TRUE,1,21,47,272,59,18,6,4.83,4.88,4.81,4.92,4.9,4.75,FALSE,1,1,0,0,2.11,7
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,86,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,6,0,0,4.67,4.17,5,5,5,4.83,FALSE,1,0,1,0,0.25,4
1,0.99,FALSE,20,20,TRUE,TRUE,Queens,Private room,1,2,1,1,61,2,1125,2,2,1125,1125,2,1125,TRUE,13,39,69,344,55,26,2,4.44,4.36,4.8,4.49,4.65,4.53,TRUE,13,0,13,0,1.74,7
0.97,1,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,3,139,2,1125,2,2,1125,1125,2,1125,TRUE,5,15,30,199,146,59,3,4.75,4.84,4.94,4.95,4.8,4.83,TRUE,2,2,0,0,4.53,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,48,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,7,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.23,6
1,0.99,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,165,1,28,1,1,28,28,1,28,TRUE,6,33,63,279,21,21,3,4.9,4.71,4.81,5,4.9,4.76,TRUE,3,3,0,0,3.21,2
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,40,30,1125,30,30,1125,1125,30,1125,TRUE,7,11,41,41,31,2,0,4.48,4.23,4.97,4.87,4.74,4.74,TRUE,1,0,1,0,0.98,6
1,0.98,FALSE,2,2,TRUE,TRUE,Queens,Entire home/apt,2,1,1,2,95,5,30,5,5,30,30,5,30,TRUE,7,31,61,336,87,35,3,4.77,4.83,4.76,4.87,4.75,4.8,FALSE,2,2,0,0,3.14,5
0.8,1,FALSE,8,8,TRUE,TRUE,Manhattan,Hotel room,2,1,1,2,386,1,1125,1,1,28,28,1,28,TRUE,0,0,0,0,102,1,0,3.98,4.44,4.37,4.46,4.88,4.09,TRUE,8,0,2,0,3.26,2
0.89073136,0.768297462,FALSE,4,4,TRUE,TRUE,Queens,Entire home/apt,5,1,2,2,85,3,1125,3,4,1125,1125,3.3,1125,TRUE,6,36,66,156,61,18,4,4.82,4.89,4.89,4.92,4.89,4.79,TRUE,4,4,0,0,2.09,4
1,1,FALSE,8,8,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1.323567139,3,153,1,1125,1,3,1125,1125,1.6,1125,TRUE,4,34,60,60,145,58,3,4.68,4.83,4.89,4.81,4.7,4.6,TRUE,7,7,0,0,4.54,6
1,1,FALSE,8,8,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,148,1,1125,1,2,1125,1125,1.3,1125,TRUE,5,35,61,61,114,42,4,4.75,4.82,4.76,4.8,4.77,4.71,TRUE,7,7,0,0,3.62,6
1,1,TRUE,7,7,TRUE,TRUE,Brooklyn,Private room,2,2,1,1,65,5,365,5,5,1125,1125,5,1125,TRUE,7,37,67,342,8,4,0,4.88,4.88,5,5,4.75,4.88,TRUE,4,0,4,0,0.26,5
1,0.52,TRUE,2,2,TRUE,TRUE,Manhattan,Private room,1,1,1,2,50,30,1125,30,30,1125,1125,30,1125,TRUE,13,13,20,295,51,17,0,4.96,4.86,5,5,4.94,4.94,FALSE,1,0,1,0,4.27,5
1,0.95,TRUE,3,3,TRUE,TRUE,Brooklyn,Private room,3,1,1,1,49,1,32,1,1,32,32,1,32,TRUE,4,26,51,134,110,26,4,4.68,4.75,4.82,4.85,4.83,4.77,FALSE,1,0,1,0,3.61,6
0.89073136,0,TRUE,2,2,TRUE,TRUE,Queens,Entire home/apt,4,1,2,2,139,31,31,31,31,31,31,31,31,TRUE,0,2,32,32,54,0,0,4.98,4.94,4.98,5,4.98,4.96,FALSE,2,2,0,0,1.88,5
1,1,FALSE,8,8,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1.323567139,1,155,1,1125,1,3,1125,1125,1.6,1125,TRUE,10,39,65,65,104,57,2,4.56,4.76,4.82,4.8,4.85,4.65,TRUE,7,7,0,0,4.38,6
1,1,FALSE,8,8,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1.323567139,1,143,1,1125,1,3,1125,1125,1.3,1125,TRUE,10,40,66,66,125,53,3,4.67,4.81,4.89,4.85,4.74,4.65,TRUE,7,7,0,0,3.88,6
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Manhattan,Private room,3,1,1,2,90,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,35,0,0,4.91,4.83,4.94,4.89,5,4.83,TRUE,1,0,1,0,1.05,4
1,1,FALSE,8,8,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1.323567139,1,155,1,1125,1,3,1125,1125,1.6,1125,TRUE,6,36,61,61,108,48,4,4.71,4.86,4.94,4.94,4.73,4.62,TRUE,7,7,0,0,3.42,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,175,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,7,0,0,4.86,4.71,5,5,5,4.71,FALSE,1,1,0,0,0.22,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,76,3,1125,1,3,1125,1125,2.6,1125,TRUE,0,0,0,0,23,0,0,4.61,4.57,4.7,4.87,4.7,4.78,FALSE,1,0,1,0,0.72,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,6,2.5,3,2,250,25,1125,25,25,1125,1125,25,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.07,6
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Manhattan,Entire home/apt,3,1,1,1,175,30,30,30,30,30,30,30,30,TRUE,0,0,0,0,12,0,0,4.92,4.83,4.83,5,5,4.58,FALSE,1,1,0,0,0.51,3
0.89073136,0.768297462,FALSE,7,7,TRUE,TRUE,Manhattan,Private room,4,1,1,2,431,1,31,1,1,2147483647,2147483647,1,2147483647,TRUE,14,44,74,349,3,0,0,5,5,5,4.33,5,5,FALSE,7,0,4,0,0.1,2
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Queens,Private room,2,1,1,1,47,1,1125,1,1,1125,1125,1,1125,TRUE,15,45,75,350,3,0,0,4.67,4.33,4.67,4.67,4.33,4,TRUE,2,0,2,0,0.09,7
0.89073136,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,4,99,30,120,30,30,120,120,30,120,TRUE,14,14,18,293,1,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.04,6
1,1,FALSE,3,3,TRUE,TRUE,Queens,Entire home/apt,4,1,2,2,131,2,30,2,2,30,30,2,30,TRUE,9,37,67,342,7,2,2,3.8,4,3.6,4,3.4,3.6,TRUE,1,1,0,0,0.21,6
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,71,1,10,1,1,10,10,1,10,TRUE,7,37,67,247,203,49,2,4.72,4.7,4.82,4.87,4.67,4.74,FALSE,2,0,2,0,6.35,3
0.89073136,1,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,3,120,2,30,2,2,30,30,2,30,TRUE,3,33,63,243,12,0,0,5,4.92,5,5,5,5,FALSE,1,1,0,0,0.41,4
0.95,0.99,TRUE,4,4,TRUE,TRUE,Queens,Private room,1,1,1,1,39,2,30,2,2,30,30,2,30,TRUE,0,0,0,0,40,0,0,4.98,4.98,5,4.98,4.93,4.95,TRUE,4,0,4,0,1.42,7
1,1,FALSE,2,2,TRUE,TRUE,Staten Island,Private room,3,1,1,2,110,1,7,1,1,7,7,1,7,TRUE,30,60,90,365,7,3,1,4.57,4.71,4.71,4.86,4.57,4.57,FALSE,2,0,2,0,0.23,6
1,1,TRUE,1,1,TRUE,FALSE,Manhattan,Private room,4,1,1,2,82,3,1125,3,3,1125,1125,3,1125,TRUE,9,39,69,69,64,24,4,4.8,4.8,4.88,4.84,4.81,4.83,TRUE,2,0,2,0,2.06,2
0.86,0.43,FALSE,23,23,TRUE,TRUE,Brooklyn,Entire home/apt,8,1,2,1,60,30,1124,30,30,1124,1124,30,1124,TRUE,0,0,5,280,3,0,0,4.33,5,4.67,4.67,4.33,4,FALSE,23,6,17,0,0.11,7
0.5,1,FALSE,1,1,TRUE,TRUE,Queens,Private room,1,1,1,1,50,1,30,1,1,1125,1125,1,1125,TRUE,7,37,67,342,9,3,1,3.56,3.33,3.44,4,3.44,3.56,TRUE,1,0,1,0,0.28,6
1,0.94,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,46,60,1125,60,60,1125,1125,60,1125,TRUE,9,39,69,159,13,6,0,5,4.69,4.92,4.85,4.54,5,TRUE,6,0,6,0,0.49,6
0.89073136,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,100,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,13,3,0,5,4.85,4.92,4.92,4.92,5,FALSE,1,1,0,0,0.4,5
1,0.77,TRUE,0,0,TRUE,TRUE,Queens,Entire home/apt,10,2,5,6,344,3,28,3,3,28,28,3,28,TRUE,13,43,73,73,59,21,2,4.9,4.92,4.93,4.9,4.85,4.85,FALSE,1,1,0,0,1.87,6
0.83,0.5,FALSE,0,0,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,200,30,60,30,30,60,60,30,60,TRUE,28,58,88,178,4,3,0,5,5,5,5,4.75,4.75,FALSE,1,1,0,0,0.29,6
0.9,1,TRUE,0,0,TRUE,FALSE,Brooklyn,Entire home/apt,4,1,2,2,190,7,1125,3,7,1125,1125,7,1125,TRUE,5,22,52,97,29,7,2,4.93,4.97,4.97,5,4.83,4.9,FALSE,1,1,0,0,0.93,1
1,0.99,FALSE,20,20,TRUE,TRUE,Queens,Private room,2,2,1,1,53,2,1125,2,2,1125,1125,2,1125,TRUE,23,53,83,358,70,25,1,4.41,4.46,4.77,4.31,4.59,4.41,TRUE,13,0,13,0,2.33,7
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Brooklyn,Private room,2,1,1,1,100,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,180,1,0,0,1,1,1,1,1,1,TRUE,1,0,1,0,0.03,1
1,0.99,FALSE,20,20,TRUE,TRUE,Queens,Private room,1,2,1,1.593526985,55,2,1125,2,2,1125,1125,2,1125,TRUE,6,36,66,341,67,30,1,4.3,4.43,4.49,4.06,4.46,4.39,TRUE,13,0,13,0,2.52,7
1,1,FALSE,12,12,TRUE,TRUE,Manhattan,Private room,2,1,1,1,62,1,1125,1,1,1125,1125,1,1125,TRUE,0,0,0,0,125,19,0,4.33,4.23,4.62,4.74,4.42,4.54,TRUE,4,0,4,0,3.85,5
1,0.6,TRUE,11,11,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1.323567139,2,99,30,365,30,30,365,365,30,365,TRUE,1,1,6,281,4,2,0,4.75,4,5,5,5,4.75,FALSE,11,9,2,0,0.14,4
1,1,FALSE,3,3,TRUE,TRUE,Queens,Private room,1,1,1,1,50,30,1125,30,30,1125,1125,30,1125,TRUE,0,3,33,33,29,1,0,4.82,4.68,4.93,4.96,4.89,4.82,TRUE,2,0,2,0,0.93,8
0.92,0.96,TRUE,2,2,TRUE,TRUE,Queens,Entire home/apt,10,1.5,3,5,353,2,1125,2,2,1125,1125,2,1125,TRUE,6,30,60,150,45,22,3,4.71,4.69,4.93,4.87,4.71,4.76,TRUE,1,1,0,0,4.02,8
0.89073136,0.768297462,TRUE,5,5,TRUE,FALSE,Bronx,Private room,1,1,1,1,70,14,1125,14,14,1125,1125,14,1125,TRUE,0,7,37,312,8,5,0,4.63,4.75,5,5,4.75,4.75,FALSE,3,0,3,0,2.5,3
0.89073136,0.768297462,TRUE,5,5,TRUE,FALSE,Bronx,Private room,2,1,1,1,43,5,1125,5,5,1125,1125,5,1125,TRUE,4,30,60,197,13,3,0,4.62,4.69,4.92,4.92,4.62,4.54,FALSE,3,0,3,0,0.97,3
1,0.99,FALSE,20,20,TRUE,TRUE,Queens,Private room,2,2,1,1,79,2,1125,2,2,1125,1125,2,1125,TRUE,2,32,62,337,95,27,0,4.41,4.58,4.69,4.14,4.51,4.48,TRUE,13,0,13,0,2.98,7
0.89073136,0.768297462,FALSE,2,2,TRUE,FALSE,Queens,Private room,1,1,1,1,35,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,58,0,0,4.86,4.95,4.97,4.91,4.81,4.83,TRUE,2,0,2,0,1.84,2
0.1,0.8,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,60,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,180,2,1,0,2.5,3,3,2.5,2.5,3,FALSE,1,0,1,0,0.09,5
0.96,1,FALSE,2,2,TRUE,FALSE,Manhattan,Entire home/apt,6,1,2,1,295,1,1125,1,1,1125,1125,1,1125,TRUE,13,43,73,348,81,34,2,4.6,4.56,4.75,4.73,4.85,4.51,TRUE,2,2,0,0,2.57,2
0.89073136,1,FALSE,3,3,TRUE,TRUE,Queens,Private room,2,1,1,1,55,30,30,30,30,1125,1125,30,1125,TRUE,3,33,63,153,4,0,0,5,5,5,5,5,4.75,TRUE,4,0,4,0,0.14,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,4,1,2,2,228,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,31,0,0,4.45,4.52,4.77,4.84,4.52,4.52,TRUE,1,0,1,0,1,8
0.89073136,0.768297462,TRUE,5,5,TRUE,FALSE,Bronx,Private room,2,1,1,1,45,5,1125,5,5,1125,1125,5,1125,TRUE,10,14,14,260,8,2,0,4.88,4.63,5,5,4.88,5,FALSE,3,0,3,0,0.27,3
0.9,0.96,FALSE,3,3,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1.323567139,2,206,2,1125,2,5,1125,1125,2.5,1125,TRUE,8,38,68,150,34,21,2,4.82,4.68,4.91,4.74,4.91,4.71,TRUE,2,2,0,0,1.03,6
1,0.95,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,70,3,90,3,3,90,90,3,90,TRUE,2,30,60,60,41,15,3,4.78,4.41,4.93,4.98,4.95,4.85,FALSE,2,0,2,0,1.28,7
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Queens,Private room,1,1,1,1,115,30,60,30,30,1125,1125,30,1125,TRUE,30,60,90,180,9,0,0,4.89,4.78,5,5,5,4.78,FALSE,1,0,1,0,0.34,4
1,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,395,30,1125,30,30,1125,1125,30,1125,TRUE,0,2,32,212,3,0,0,3.67,3.67,3.67,3.67,3.67,3.33,FALSE,1,1,0,0,0.09,5
0.8,0.89,FALSE,2,2,TRUE,TRUE,Queens,Private room,2,1,1,1,200,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,TRUE,2,1,1,0,0.03,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,2,1,1.323567139,1,65,2,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,212,58,0,0,4.52,4.64,4.91,4.93,4.84,4.45,FALSE,1,0,1,0,1.98,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,309,10,90,7,10,90,90,9.9,90,TRUE,0,3,3,152,22,8,1,5,4.95,5,5,5,4.95,FALSE,1,1,0,0,0.94,8
0.89073136,0.768297462,FALSE,2,2,TRUE,FALSE,Manhattan,Entire home/apt,2,1,1,1,65,30,90,30,30,1125,1125,30,1125,TRUE,0,0,0,0,4,0,0,5,5,4.75,4.75,5,4.25,FALSE,1,1,0,0,0.12,6
0.36,0.82,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,125,3,9,3,3,9,9,3,9,TRUE,0,3,33,180,58,28,0,4.78,4.81,4.91,4.88,4.98,4.69,FALSE,1,1,0,0,2.13,5
0.89073136,0.768297462,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,5,1,2,3,185,30,30,30,30,30,30,30,30,TRUE,0,0,0,0,25,0,0,5,4.88,4.96,5,4.92,4.96,TRUE,1,1,0,0,0.78,4
1,0.99,FALSE,20,20,TRUE,TRUE,Queens,Private room,2,2,1,1,53,1,1125,1,1,1125,1125,1,1125,TRUE,18,48,78,353,64,24,5,4.31,4.5,4.64,4.2,4.58,4.42,TRUE,13,0,13,0,8.89,7
1,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,7,1.5,2,2,175,13,1125,13,13,1125,1125,13,1125,TRUE,3,10,10,10,13,8,2,5,4.69,5,5,4.77,4.92,FALSE,1,1,0,0,0.49,7
